u,v,e_type,ts,u_type,v_type,e_idx
115,1213,2,1689413346,1,3,96666
215,39,2,1689413346,1,3,96667
215,1839,2,1689413346,1,3,96668
215,884,2,1689413346,1,3,96669
215,309,2,1689413346,1,3,96670
215,2967,2,1689413346,1,3,96671
115,2651,2,1689413346,1,3,96672
115,1817,2,1689413346,1,3,96673
234,8512,1,1689413792,1,2,96674
354,8512,0,1689413792,1,2,96675
270,8513,0,1689413958,1,2,96676
17,8513,1,1689413958,1,2,96677
126,3746,0,1689414074,1,2,96678
120,3746,1,1689414074,1,2,96679
149,3902,0,1689414440,1,2,96680
343,3902,1,1689414440,1,2,96681
115,8514,1,1689415300,1,2,96682
215,8514,0,1689415300,1,2,96683
120,2951,2,1689415420,1,3,96684
126,130,2,1689415420,1,3,96685
126,1193,2,1689415420,1,3,96686
126,2130,2,1689415420,1,3,96687
120,2115,2,1689415420,1,3,96688
120,567,2,1689415420,1,3,96689
120,2001,2,1689415420,1,3,96690
126,672,2,1689415420,1,3,96691
120,2391,2,1689415420,1,3,96692
126,783,2,1689415420,1,3,96693
149,493,2,1689415758,1,3,96694
343,1263,2,1689415758,1,3,96695
343,1225,2,1689415758,1,3,96696
343,1415,2,1689415758,1,3,96697
149,2769,2,1689415758,1,3,96698
149,348,2,1689415758,1,3,96699
343,1652,2,1689415758,1,3,96700
149,2323,2,1689415758,1,3,96701
343,2063,2,1689415758,1,3,96702
149,1040,2,1689415758,1,3,96703
148,1246,2,1689415971,1,3,96704
148,2714,2,1689415971,1,3,96705
148,1968,2,1689415971,1,3,96706
148,596,2,1689415971,1,3,96707
1,2459,2,1689415971,1,3,96708
1,1621,2,1689415971,1,3,96709
1,2909,2,1689415971,1,3,96710
1,2691,2,1689415971,1,3,96711
1,1887,2,1689415971,1,3,96712
148,1430,2,1689415971,1,3,96713
13,426,2,1689416169,1,3,96714
383,2531,2,1689416169,1,3,96715
383,2703,2,1689416169,1,3,96716
383,2652,2,1689416169,1,3,96717
13,1269,2,1689416169,1,3,96718
13,346,2,1689416169,1,3,96719
13,1757,2,1689416169,1,3,96720
13,707,2,1689416169,1,3,96721
383,2207,2,1689416169,1,3,96722
383,1609,2,1689416169,1,3,96723
115,1817,2,1689416614,1,3,96724
115,1213,2,1689416614,1,3,96725
215,1839,2,1689416614,1,3,96726
215,39,2,1689416614,1,3,96727
115,1252,2,1689416614,1,3,96728
115,2993,2,1689416614,1,3,96729
215,2967,2,1689416614,1,3,96730
115,2651,2,1689416614,1,3,96731
215,884,2,1689416614,1,3,96732
215,309,2,1689416614,1,3,96733
273,2937,2,1689416642,1,3,96734
408,950,2,1689416642,1,3,96735
273,1857,2,1689416642,1,3,96736
273,102,2,1689416642,1,3,96737
408,2442,2,1689416642,1,3,96738
408,1678,2,1689416642,1,3,96739
408,2338,2,1689416642,1,3,96740
408,1450,2,1689416642,1,3,96741
273,181,2,1689416642,1,3,96742
273,2940,2,1689416642,1,3,96743
126,3747,0,1689417340,1,2,96744
120,3747,1,1689417340,1,2,96745
149,3903,0,1689417475,1,2,96746
343,3903,1,1689417475,1,2,96747
148,8516,1,1689417855,1,2,96748
1,8516,0,1689417855,1,2,96749
383,10583,0,1689417931,1,2,96750
13,10583,1,1689417931,1,2,96751
273,8515,0,1689418507,1,2,96752
408,8515,1,1689418507,1,2,96753
215,8546,0,1689418601,1,2,96754
115,8546,1,1689418601,1,2,96755
383,1609,2,1689419232,1,3,96756
13,426,2,1689419232,1,3,96757
383,2531,2,1689419232,1,3,96758
383,2652,2,1689419232,1,3,96759
13,1757,2,1689419232,1,3,96760
13,707,2,1689419232,1,3,96761
383,2207,2,1689419232,1,3,96762
13,1269,2,1689419232,1,3,96763
13,346,2,1689419232,1,3,96764
383,2703,2,1689419232,1,3,96765
317,758,2,1689419731,1,3,96766
317,2150,2,1689419731,1,3,96767
289,2906,2,1689419731,1,3,96768
289,1562,2,1689419731,1,3,96769
289,2635,2,1689419731,1,3,96770
289,2002,2,1689419731,1,3,96771
289,55,2,1689419731,1,3,96772
317,10,2,1689419731,1,3,96773
317,166,2,1689419731,1,3,96774
317,1876,2,1689419731,1,3,96775
284,1226,2,1689419824,1,3,96776
453,2778,2,1689419824,1,3,96777
284,847,2,1689419824,1,3,96778
284,1893,2,1689419824,1,3,96779
284,807,2,1689419824,1,3,96780
284,895,2,1689419824,1,3,96781
453,2579,2,1689419824,1,3,96782
453,2568,2,1689419824,1,3,96783
453,1311,2,1689419824,1,3,96784
453,2027,2,1689419824,1,3,96785
295,1882,2,1689419951,1,3,96786
295,2891,2,1689419951,1,3,96787
169,697,2,1689419951,1,3,96788
295,111,2,1689419951,1,3,96789
169,1554,2,1689419951,1,3,96790
169,2794,2,1689419951,1,3,96791
295,775,2,1689419951,1,3,96792
295,1809,2,1689419951,1,3,96793
169,1509,2,1689419951,1,3,96794
169,1277,2,1689419951,1,3,96795
273,102,2,1689420021,1,3,96796
273,1857,2,1689420021,1,3,96797
273,2940,2,1689420021,1,3,96798
273,2937,2,1689420021,1,3,96799
408,950,2,1689420021,1,3,96800
408,2442,2,1689420021,1,3,96801
408,1678,2,1689420021,1,3,96802
408,2338,2,1689420021,1,3,96803
408,1450,2,1689420021,1,3,96804
273,181,2,1689420021,1,3,96805
13,10601,0,1689420758,1,2,96806
383,10601,1,1689420758,1,2,96807
295,3904,1,1689421607,1,2,96808
169,3904,0,1689421607,1,2,96809
289,8517,1,1689421711,1,2,96810
317,8517,0,1689421711,1,2,96811
284,3748,0,1689421727,1,2,96812
453,3748,1,1689421727,1,2,96813
13,1269,2,1689421893,1,3,96814
383,2652,2,1689421893,1,3,96815
383,2703,2,1689421893,1,3,96816
383,2207,2,1689421893,1,3,96817
13,426,2,1689421893,1,3,96818
383,1609,2,1689421893,1,3,96819
13,346,2,1689421893,1,3,96820
13,707,2,1689421893,1,3,96821
383,2531,2,1689421893,1,3,96822
13,1757,2,1689421893,1,3,96823
273,8547,1,1689421949,1,2,96824
408,8547,0,1689421949,1,2,96825
295,1809,2,1689422865,1,3,96826
169,1554,2,1689422865,1,3,96827
169,2794,2,1689422865,1,3,96828
169,1509,2,1689422865,1,3,96829
169,1277,2,1689422865,1,3,96830
169,697,2,1689422865,1,3,96831
295,775,2,1689422865,1,3,96832
295,1882,2,1689422865,1,3,96833
295,2891,2,1689422865,1,3,96834
295,111,2,1689422865,1,3,96835
284,1893,2,1689423005,1,3,96836
284,807,2,1689423005,1,3,96837
284,895,2,1689423005,1,3,96838
284,847,2,1689423005,1,3,96839
453,2579,2,1689423005,1,3,96840
453,2778,2,1689423005,1,3,96841
453,2568,2,1689423005,1,3,96842
453,1311,2,1689423005,1,3,96843
284,1226,2,1689423005,1,3,96844
453,2027,2,1689423005,1,3,96845
61,698,2,1689423509,1,3,96846
337,2883,2,1689423509,1,3,96847
337,1393,2,1689423509,1,3,96848
337,2654,2,1689423509,1,3,96849
337,1242,2,1689423509,1,3,96850
337,1768,2,1689423509,1,3,96851
61,2732,2,1689423509,1,3,96852
61,2575,2,1689423509,1,3,96853
61,368,2,1689423509,1,3,96854
61,1194,2,1689423509,1,3,96855
408,2442,2,1689423521,1,3,96856
408,950,2,1689423521,1,3,96857
273,181,2,1689423521,1,3,96858
273,2937,2,1689423521,1,3,96859
408,1450,2,1689423521,1,3,96860
273,1857,2,1689423521,1,3,96861
273,102,2,1689423521,1,3,96862
408,1678,2,1689423521,1,3,96863
273,2940,2,1689423521,1,3,96864
408,2338,2,1689423521,1,3,96865
383,10620,0,1689423755,1,2,96866
13,10620,1,1689423755,1,2,96867
284,3749,0,1689424536,1,2,96868
453,3749,1,1689424536,1,2,96869
295,3905,0,1689424594,1,2,96870
169,3905,1,1689424594,1,2,96871
337,8549,1,1689425253,1,2,96872
61,8549,0,1689425253,1,2,96873
169,1554,2,1689425640,1,3,96874
169,2794,2,1689425640,1,3,96875
169,1509,2,1689425640,1,3,96876
169,697,2,1689425640,1,3,96877
295,775,2,1689425640,1,3,96878
295,1882,2,1689425640,1,3,96879
295,2891,2,1689425640,1,3,96880
295,1809,2,1689425640,1,3,96881
295,111,2,1689425640,1,3,96882
169,1277,2,1689425640,1,3,96883
459,2213,2,1689425931,1,3,96884
329,319,2,1689425931,1,3,96885
459,2735,2,1689425931,1,3,96886
329,556,2,1689425931,1,3,96887
329,244,2,1689425931,1,3,96888
329,1449,2,1689425931,1,3,96889
459,2747,2,1689425931,1,3,96890
459,946,2,1689425931,1,3,96891
329,2314,2,1689425931,1,3,96892
459,334,2,1689425931,1,3,96893
273,8548,0,1689426359,1,2,96894
408,8548,1,1689426359,1,2,96895
478,1607,2,1689427133,1,3,96896
362,922,2,1689427133,1,3,96897
362,2360,2,1689427133,1,3,96898
362,2879,2,1689427133,1,3,96899
362,876,2,1689427133,1,3,96900
478,3052,2,1689427133,1,3,96901
478,840,2,1689427133,1,3,96902
478,521,2,1689427133,1,3,96903
478,547,2,1689427133,1,3,96904
362,453,2,1689427133,1,3,96905
169,3906,1,1689427536,1,2,96906
295,3906,0,1689427536,1,2,96907
459,10602,0,1689428061,1,2,96908
329,10602,1,1689428061,1,2,96909
478,8518,0,1689428436,1,2,96910
362,8518,1,1689428436,1,2,96911
329,2314,2,1689429194,1,3,96912
329,556,2,1689429194,1,3,96913
459,334,2,1689429194,1,3,96914
329,244,2,1689429194,1,3,96915
329,1449,2,1689429194,1,3,96916
329,319,2,1689429194,1,3,96917
459,2747,2,1689429194,1,3,96918
459,2735,2,1689429194,1,3,96919
459,2213,2,1689429194,1,3,96920
459,946,2,1689429194,1,3,96921
459,10603,0,1689431263,1,2,96922
329,10603,1,1689431263,1,2,96923
145,1526,2,1689437266,1,3,96924
307,1031,2,1689437266,1,3,96925
307,2594,2,1689437266,1,3,96926
307,369,2,1689437266,1,3,96927
307,1657,2,1689437266,1,3,96928
145,2222,2,1689437266,1,3,96929
145,1698,2,1689437266,1,3,96930
307,529,2,1689437266,1,3,96931
145,2829,2,1689437266,1,3,96932
145,722,2,1689437266,1,3,96933
203,882,2,1689437952,1,3,96934
287,2562,2,1689437952,1,3,96935
287,1672,2,1689437952,1,3,96936
287,248,2,1689437952,1,3,96937
287,2609,2,1689437952,1,3,96938
203,828,2,1689437952,1,3,96939
203,225,2,1689437952,1,3,96940
203,490,2,1689437952,1,3,96941
203,1620,2,1689437952,1,3,96942
287,2274,2,1689437952,1,3,96943
307,13603,1,1689439009,1,2,96944
145,13603,0,1689439009,1,2,96945
203,10621,1,1689439626,1,2,96946
287,10621,0,1689439626,1,2,96947
307,369,2,1689440404,1,3,96948
145,1698,2,1689440404,1,3,96949
145,1526,2,1689440404,1,3,96950
145,2829,2,1689440404,1,3,96951
145,722,2,1689440404,1,3,96952
307,1031,2,1689440404,1,3,96953
307,1657,2,1689440404,1,3,96954
307,2594,2,1689440404,1,3,96955
145,2222,2,1689440404,1,3,96956
307,529,2,1689440404,1,3,96957
369,2638,2,1689441066,1,3,96958
285,2275,2,1689441066,1,3,96959
285,126,2,1689441066,1,3,96960
285,328,2,1689441066,1,3,96961
285,148,2,1689441066,1,3,96962
369,2535,2,1689441066,1,3,96963
369,1124,2,1689441066,1,3,96964
369,2220,2,1689441066,1,3,96965
285,692,2,1689441066,1,3,96966
369,2375,2,1689441066,1,3,96967
307,13604,1,1689442758,1,2,96968
145,13604,0,1689442758,1,2,96969
285,10584,0,1689443180,1,2,96970
369,10584,1,1689443180,1,2,96971
260,1707,2,1689444493,1,3,96972
260,1821,2,1689444493,1,3,96973
260,2848,2,1689444493,1,3,96974
260,683,2,1689444493,1,3,96975
260,2272,2,1689444493,1,3,96976
256,2897,2,1689444493,1,3,96977
256,797,2,1689444493,1,3,96978
256,1334,2,1689444493,1,3,96979
256,31,2,1689444493,1,3,96980
256,282,2,1689444493,1,3,96981
212,2395,2,1689444687,1,3,96982
390,266,2,1689444687,1,3,96983
212,1486,2,1689444687,1,3,96984
390,2109,2,1689444687,1,3,96985
390,1803,2,1689444687,1,3,96986
390,1845,2,1689444687,1,3,96987
390,1050,2,1689444687,1,3,96988
212,1798,2,1689444687,1,3,96989
212,2094,2,1689444687,1,3,96990
212,582,2,1689444687,1,3,96991
260,13702,0,1689446448,1,2,96992
256,13702,1,1689446448,1,2,96993
390,10604,1,1689446544,1,2,96994
212,10604,0,1689446544,1,2,96995
260,683,2,1689447808,1,3,96996
260,2848,2,1689447808,1,3,96997
260,1821,2,1689447808,1,3,96998
260,1707,2,1689447808,1,3,96999
256,31,2,1689447808,1,3,97000
256,1334,2,1689447808,1,3,97001
256,282,2,1689447808,1,3,97002
256,2897,2,1689447808,1,3,97003
256,797,2,1689447808,1,3,97004
260,2272,2,1689447808,1,3,97005
393,1644,2,1689448200,1,3,97006
281,1833,2,1689448200,1,3,97007
281,2287,2,1689448200,1,3,97008
281,2686,2,1689448200,1,3,97009
393,2566,2,1689448200,1,3,97010
393,455,2,1689448200,1,3,97011
393,360,2,1689448200,1,3,97012
393,2134,2,1689448200,1,3,97013
281,612,2,1689448200,1,3,97014
281,1237,2,1689448200,1,3,97015
256,13653,1,1689449895,1,2,97016
260,13653,0,1689449895,1,2,97017
281,10605,0,1689450076,1,2,97018
393,10605,1,1689450076,1,2,97019
218,1217,2,1689451621,1,3,97020
373,96,2,1689451621,1,3,97021
218,2013,2,1689451621,1,3,97022
218,341,2,1689451621,1,3,97023
218,315,2,1689451621,1,3,97024
373,1012,2,1689451621,1,3,97025
373,1261,2,1689451621,1,3,97026
218,1497,2,1689451621,1,3,97027
373,1061,2,1689451621,1,3,97028
373,1561,2,1689451621,1,3,97029
308,1589,2,1689451623,1,3,97030
423,3011,2,1689451623,1,3,97031
423,1741,2,1689451623,1,3,97032
423,1186,2,1689451623,1,3,97033
423,941,2,1689451623,1,3,97034
308,371,2,1689451623,1,3,97035
308,823,2,1689451623,1,3,97036
308,2517,2,1689451623,1,3,97037
423,938,2,1689451623,1,3,97038
308,970,2,1689451623,1,3,97039
452,2584,2,1689451722,1,3,97040
452,3037,2,1689451722,1,3,97041
452,73,2,1689451722,1,3,97042
452,2255,2,1689451722,1,3,97043
452,1243,2,1689451722,1,3,97044
318,2780,2,1689451722,1,3,97045
318,1693,2,1689451722,1,3,97046
318,1461,2,1689451722,1,3,97047
318,1248,2,1689451722,1,3,97048
318,1222,2,1689451722,1,3,97049
423,10606,1,1689453360,1,2,97050
308,10606,0,1689453360,1,2,97051
452,10622,0,1689453427,1,2,97052
318,10622,1,1689453427,1,2,97053
218,10607,1,1689453930,1,2,97054
373,10607,0,1689453930,1,2,97055
308,970,2,1689454768,1,3,97056
423,941,2,1689454768,1,3,97057
308,823,2,1689454768,1,3,97058
308,371,2,1689454768,1,3,97059
423,3011,2,1689454768,1,3,97060
423,1741,2,1689454768,1,3,97061
423,938,2,1689454768,1,3,97062
308,1589,2,1689454768,1,3,97063
308,2517,2,1689454768,1,3,97064
423,1186,2,1689454768,1,3,97065
318,1248,2,1689455254,1,3,97066
452,73,2,1689455254,1,3,97067
452,3037,2,1689455254,1,3,97068
452,2584,2,1689455254,1,3,97069
318,1461,2,1689455254,1,3,97070
318,1693,2,1689455254,1,3,97071
318,1222,2,1689455254,1,3,97072
318,2780,2,1689455254,1,3,97073
452,2255,2,1689455254,1,3,97074
452,1243,2,1689455254,1,3,97075
423,10608,0,1689456321,1,2,97076
308,10608,1,1689456321,1,2,97077
452,10623,0,1689457318,1,2,97078
318,10623,1,1689457318,1,2,97079
81,2056,2,1689458000,1,3,97080
81,955,2,1689458000,1,3,97081
81,1288,2,1689458000,1,3,97082
286,332,2,1689458000,1,3,97083
81,1370,2,1689458000,1,3,97084
286,1537,2,1689458000,1,3,97085
286,2432,2,1689458000,1,3,97086
286,344,2,1689458000,1,3,97087
286,513,2,1689458000,1,3,97088
81,2625,2,1689458000,1,3,97089
316,802,2,1689459155,1,3,97090
162,2931,2,1689459155,1,3,97091
162,2994,2,1689459155,1,3,97092
162,2148,2,1689459155,1,3,97093
162,2306,2,1689459155,1,3,97094
316,472,2,1689459155,1,3,97095
162,2975,2,1689459155,1,3,97096
316,908,2,1689459155,1,3,97097
316,1457,2,1689459155,1,3,97098
316,2333,2,1689459155,1,3,97099
81,10609,0,1689460058,1,2,97100
286,10609,1,1689460058,1,2,97101
316,10610,0,1689460455,1,2,97102
162,10610,1,1689460455,1,2,97103
286,513,2,1689461524,1,3,97104
286,2432,2,1689461524,1,3,97105
286,344,2,1689461524,1,3,97106
286,1537,2,1689461524,1,3,97107
286,332,2,1689461524,1,3,97108
81,955,2,1689461524,1,3,97109
81,1288,2,1689461524,1,3,97110
81,1370,2,1689461524,1,3,97111
81,2625,2,1689461524,1,3,97112
81,2056,2,1689461524,1,3,97113
162,2148,2,1689461796,1,3,97114
162,2975,2,1689461796,1,3,97115
162,2306,2,1689461796,1,3,97116
162,2931,2,1689461796,1,3,97117
316,2333,2,1689461796,1,3,97118
316,1457,2,1689461796,1,3,97119
316,908,2,1689461796,1,3,97120
316,472,2,1689461796,1,3,97121
316,802,2,1689461796,1,3,97122
162,2994,2,1689461796,1,3,97123
316,10585,0,1689463206,1,2,97124
162,10585,1,1689463206,1,2,97125
81,10624,1,1689463413,1,2,97126
286,10624,0,1689463413,1,2,97127
353,2068,2,1689465493,1,3,97128
353,1016,2,1689465493,1,3,97129
353,412,2,1689465493,1,3,97130
2,2436,2,1689465493,1,3,97131
353,522,2,1689465493,1,3,97132
2,766,2,1689465493,1,3,97133
2,1270,2,1689465493,1,3,97134
353,188,2,1689465493,1,3,97135
2,2812,2,1689465493,1,3,97136
2,2126,2,1689465493,1,3,97137
2,10586,0,1689467281,1,2,97138
353,10586,1,1689467281,1,2,97139
353,522,2,1689468641,1,3,97140
353,188,2,1689468641,1,3,97141
353,2068,2,1689468641,1,3,97142
353,412,2,1689468641,1,3,97143
2,2436,2,1689468641,1,3,97144
2,766,2,1689468641,1,3,97145
2,1270,2,1689468641,1,3,97146
2,2126,2,1689468641,1,3,97147
2,2812,2,1689468641,1,3,97148
353,1016,2,1689468641,1,3,97149
2,10625,0,1689470692,1,2,97150
353,10625,1,1689470692,1,2,97151
403,2611,2,1689487571,1,3,97152
403,2374,2,1689487571,1,3,97153
87,1190,2,1689487571,1,3,97154
403,2984,2,1689487571,1,3,97155
403,1855,2,1689487571,1,3,97156
87,1081,2,1689487571,1,3,97157
87,2343,2,1689487571,1,3,97158
87,1775,2,1689487571,1,3,97159
87,1470,2,1689487571,1,3,97160
403,963,2,1689487571,1,3,97161
313,2265,2,1689487901,1,3,97162
313,1320,2,1689487901,1,3,97163
223,1419,2,1689487901,1,3,97164
313,424,2,1689487901,1,3,97165
223,473,2,1689487901,1,3,97166
223,1950,2,1689487901,1,3,97167
223,1705,2,1689487901,1,3,97168
313,782,2,1689487901,1,3,97169
223,381,2,1689487901,1,3,97170
313,959,2,1689487901,1,3,97171
313,3750,0,1689489679,1,2,97172
223,3750,1,1689489679,1,2,97173
87,8602,1,1689490155,1,2,97174
403,8602,0,1689490155,1,2,97175
313,2265,2,1689491091,1,3,97176
223,473,2,1689491091,1,3,97177
223,381,2,1689491091,1,3,97178
223,1950,2,1689491091,1,3,97179
313,782,2,1689491091,1,3,97180
223,1705,2,1689491091,1,3,97181
313,424,2,1689491091,1,3,97182
313,959,2,1689491091,1,3,97183
313,1320,2,1689491091,1,3,97184
223,1419,2,1689491091,1,3,97185
87,1470,2,1689491486,1,3,97186
87,2343,2,1689491486,1,3,97187
403,1855,2,1689491486,1,3,97188
403,2984,2,1689491486,1,3,97189
403,963,2,1689491486,1,3,97190
403,2374,2,1689491486,1,3,97191
403,2611,2,1689491486,1,3,97192
87,1775,2,1689491486,1,3,97193
87,1190,2,1689491486,1,3,97194
87,1081,2,1689491486,1,3,97195
205,2175,2,1689491768,1,3,97196
205,1783,2,1689491768,1,3,97197
205,177,2,1689491768,1,3,97198
205,1549,2,1689491768,1,3,97199
205,2612,2,1689491768,1,3,97200
407,3015,2,1689491768,1,3,97201
407,1585,2,1689491768,1,3,97202
407,871,2,1689491768,1,3,97203
407,1999,2,1689491768,1,3,97204
407,1753,2,1689491768,1,3,97205
313,3751,1,1689492503,1,2,97206
223,3751,0,1689492503,1,2,97207
407,3907,1,1689493791,1,2,97208
205,3907,0,1689493791,1,2,97209
223,473,2,1689493806,1,3,97210
223,381,2,1689493806,1,3,97211
313,782,2,1689493806,1,3,97212
223,1950,2,1689493806,1,3,97213
223,1419,2,1689493806,1,3,97214
223,1705,2,1689493806,1,3,97215
313,959,2,1689493806,1,3,97216
313,424,2,1689493806,1,3,97217
313,1320,2,1689493806,1,3,97218
313,2265,2,1689493806,1,3,97219
403,8629,0,1689493956,1,2,97220
87,8629,1,1689493956,1,2,97221
416,269,2,1689494844,1,3,97222
416,1250,2,1689494844,1,3,97223
73,3049,2,1689494844,1,3,97224
416,982,2,1689494844,1,3,97225
416,555,2,1689494844,1,3,97226
73,2210,2,1689494844,1,3,97227
73,494,2,1689494844,1,3,97228
73,656,2,1689494844,1,3,97229
416,1569,2,1689494844,1,3,97230
73,2411,2,1689494844,1,3,97231
407,3015,2,1689495071,1,3,97232
407,871,2,1689495071,1,3,97233
407,1999,2,1689495071,1,3,97234
407,1753,2,1689495071,1,3,97235
205,2175,2,1689495071,1,3,97236
205,1783,2,1689495071,1,3,97237
205,177,2,1689495071,1,3,97238
205,1549,2,1689495071,1,3,97239
205,2612,2,1689495071,1,3,97240
407,1585,2,1689495071,1,3,97241
313,3752,0,1689495573,1,2,97242
223,3752,1,1689495573,1,2,97243
416,8630,1,1689496457,1,2,97244
73,8630,0,1689496457,1,2,97245
205,3908,0,1689496951,1,2,97246
407,3908,1,1689496951,1,2,97247
352,2204,2,1689497841,1,3,97248
352,704,2,1689497841,1,3,97249
352,1337,2,1689497841,1,3,97250
352,699,2,1689497841,1,3,97251
217,2397,2,1689497841,1,3,97252
352,1161,2,1689497841,1,3,97253
217,575,2,1689497841,1,3,97254
217,2283,2,1689497841,1,3,97255
217,2233,2,1689497841,1,3,97256
217,1440,2,1689497841,1,3,97257
32,1916,2,1689498114,1,3,97258
32,607,2,1689498114,1,3,97259
32,2653,2,1689498114,1,3,97260
32,461,2,1689498114,1,3,97261
32,1149,2,1689498114,1,3,97262
412,2733,2,1689498114,1,3,97263
412,46,2,1689498114,1,3,97264
412,577,2,1689498114,1,3,97265
412,2997,2,1689498114,1,3,97266
412,1637,2,1689498114,1,3,97267
416,1250,2,1689498604,1,3,97268
416,1569,2,1689498604,1,3,97269
416,269,2,1689498604,1,3,97270
416,982,2,1689498604,1,3,97271
416,555,2,1689498604,1,3,97272
73,2411,2,1689498604,1,3,97273
73,656,2,1689498604,1,3,97274
73,494,2,1689498604,1,3,97275
73,2210,2,1689498604,1,3,97276
73,3049,2,1689498604,1,3,97277
362,453,2,1689498759,1,3,97278
362,922,2,1689498759,1,3,97279
362,2879,2,1689498759,1,3,97280
362,876,2,1689498759,1,3,97281
317,10,2,1689498759,1,3,97282
362,2360,2,1689498759,1,3,97283
317,166,2,1689498759,1,3,97284
317,758,2,1689498759,1,3,97285
317,2150,2,1689498759,1,3,97286
317,1876,2,1689498759,1,3,97287
363,2807,2,1689499165,1,3,97288
430,1087,2,1689499165,1,3,97289
430,59,2,1689499165,1,3,97290
430,2254,2,1689499165,1,3,97291
430,2508,2,1689499165,1,3,97292
430,132,2,1689499165,1,3,97293
363,154,2,1689499165,1,3,97294
363,791,2,1689499165,1,3,97295
363,2842,2,1689499165,1,3,97296
363,205,2,1689499165,1,3,97297
412,8550,1,1689499725,1,2,97298
32,8550,0,1689499725,1,2,97299
217,3753,1,1689499737,1,2,97300
352,3753,0,1689499737,1,2,97301
317,8603,0,1689500177,1,2,97302
362,8603,1,1689500177,1,2,97303
416,8551,1,1689500222,1,2,97304
73,8551,0,1689500222,1,2,97305
430,3909,0,1689500905,1,2,97306
363,3909,1,1689500905,1,2,97307
217,2397,2,1689501009,1,3,97308
217,1440,2,1689501009,1,3,97309
217,575,2,1689501009,1,3,97310
217,2283,2,1689501009,1,3,97311
217,2233,2,1689501009,1,3,97312
352,704,2,1689501009,1,3,97313
352,1337,2,1689501009,1,3,97314
352,699,2,1689501009,1,3,97315
352,1161,2,1689501009,1,3,97316
352,2204,2,1689501009,1,3,97317
412,2997,2,1689501072,1,3,97318
412,2733,2,1689501072,1,3,97319
412,1637,2,1689501072,1,3,97320
412,46,2,1689501072,1,3,97321
412,577,2,1689501072,1,3,97322
32,607,2,1689501072,1,3,97323
32,461,2,1689501072,1,3,97324
32,1149,2,1689501072,1,3,97325
32,1916,2,1689501072,1,3,97326
32,2653,2,1689501072,1,3,97327
148,596,2,1689501993,1,3,97328
148,2714,2,1689501993,1,3,97329
148,1968,2,1689501993,1,3,97330
148,1430,2,1689501993,1,3,97331
148,1246,2,1689501993,1,3,97332
61,698,2,1689501993,1,3,97333
61,368,2,1689501993,1,3,97334
61,2575,2,1689501993,1,3,97335
61,2732,2,1689501993,1,3,97336
61,1194,2,1689501993,1,3,97337
430,132,2,1689502280,1,3,97338
430,2508,2,1689502280,1,3,97339
430,2254,2,1689502280,1,3,97340
430,59,2,1689502280,1,3,97341
430,1087,2,1689502280,1,3,97342
363,2807,2,1689502280,1,3,97343
363,2842,2,1689502280,1,3,97344
363,791,2,1689502280,1,3,97345
363,154,2,1689502280,1,3,97346
363,205,2,1689502280,1,3,97347
383,1609,2,1689502536,1,3,97348
383,2531,2,1689502536,1,3,97349
383,2207,2,1689502536,1,3,97350
383,2703,2,1689502536,1,3,97351
383,2652,2,1689502536,1,3,97352
459,946,2,1689502536,1,3,97353
459,2735,2,1689502536,1,3,97354
459,1911,2,1689502536,1,3,97355
459,2747,2,1689502536,1,3,97356
459,334,2,1689502536,1,3,97357
352,3754,0,1689502647,1,2,97358
217,3754,1,1689502647,1,2,97359
412,8604,0,1689503158,1,2,97360
32,8604,1,1689503158,1,2,97361
148,8605,1,1689503397,1,2,97362
61,8605,0,1689503397,1,2,97363
445,0,2,1689503596,1,3,97364
445,557,2,1689503596,1,3,97365
110,2693,2,1689503596,1,3,97366
110,1603,2,1689503596,1,3,97367
110,732,2,1689503596,1,3,97368
110,509,2,1689503596,1,3,97369
445,862,2,1689503596,1,3,97370
445,168,2,1689503596,1,3,97371
445,810,2,1689503596,1,3,97372
110,2242,2,1689503596,1,3,97373
430,3910,0,1689503818,1,2,97374
363,3910,1,1689503818,1,2,97375
459,10626,1,1689503898,1,2,97376
383,10626,0,1689503898,1,2,97377
32,2653,2,1689504523,1,3,97378
412,46,2,1689504523,1,3,97379
412,2997,2,1689504523,1,3,97380
412,577,2,1689504523,1,3,97381
412,1637,2,1689504523,1,3,97382
412,2733,2,1689504523,1,3,97383
32,1916,2,1689504523,1,3,97384
32,461,2,1689504523,1,3,97385
32,607,2,1689504523,1,3,97386
32,1149,2,1689504523,1,3,97387
4,277,2,1689504980,1,3,97388
4,238,2,1689504980,1,3,97389
4,1282,2,1689504980,1,3,97390
321,690,2,1689504980,1,3,97391
321,1969,2,1689504980,1,3,97392
321,2471,2,1689504980,1,3,97393
321,586,2,1689504980,1,3,97394
321,1094,2,1689504980,1,3,97395
4,1353,2,1689504980,1,3,97396
4,79,2,1689504980,1,3,97397
383,1609,2,1689505025,1,3,97398
459,334,2,1689505025,1,3,97399
383,2703,2,1689505025,1,3,97400
459,946,2,1689505025,1,3,97401
459,2735,2,1689505025,1,3,97402
459,1911,2,1689505025,1,3,97403
459,2747,2,1689505025,1,3,97404
383,2652,2,1689505025,1,3,97405
383,2207,2,1689505025,1,3,97406
383,2531,2,1689505025,1,3,97407
110,8631,0,1689505135,1,2,97408
445,8631,1,1689505135,1,2,97409
270,1840,2,1689505171,1,3,97410
289,55,2,1689505171,1,3,97411
270,1400,2,1689505171,1,3,97412
