u,v,e_type,ts,u_type,v_type,e_idx
138,934,2,1675184815,1,3,7812
138,2830,2,1675184815,1,3,7813
138,989,2,1675184815,1,3,7814
138,2320,2,1675184815,1,3,7815
229,2421,2,1675184815,1,3,7816
332,1086,2,1675184835,1,3,7817
300,964,2,1675184835,1,3,7818
300,305,2,1675184835,1,3,7819
300,296,2,1675184835,1,3,7820
300,2782,2,1675184835,1,3,7821
332,1941,2,1675184835,1,3,7822
332,2054,2,1675184835,1,3,7823
332,2859,2,1675184835,1,3,7824
332,2980,2,1675184835,1,3,7825
300,935,2,1675184835,1,3,7826
233,2161,2,1675185243,1,3,7827
233,452,2,1675185243,1,3,7828
36,1209,2,1675185243,1,3,7829
233,306,2,1675185243,1,3,7830
233,568,2,1675185243,1,3,7831
36,2630,2,1675185243,1,3,7832
36,1821,2,1675185243,1,3,7833
233,1328,2,1675185243,1,3,7834
36,1785,2,1675185243,1,3,7835
36,2424,2,1675185243,1,3,7836
99,9241,1,1675186539,1,2,7837
312,9241,0,1675186539,1,2,7838
442,9264,1,1675186568,1,2,7839
322,9264,0,1675186568,1,2,7840
229,9263,1,1675186765,1,2,7841
138,9263,0,1675186765,1,2,7842
300,7231,0,1675186930,1,2,7843
332,7231,1,1675186930,1,2,7844
233,11408,0,1675187105,1,2,7845
36,11408,1,1675187105,1,2,7846
433,13148,1,1675187244,1,2,7847
43,13148,0,1675187244,1,2,7848
394,1851,2,1675188056,1,3,7849
290,2272,2,1675188056,1,3,7850
290,1351,2,1675188056,1,3,7851
290,1529,2,1675188056,1,3,7852
290,138,2,1675188056,1,3,7853
290,468,2,1675188056,1,3,7854
394,2413,2,1675188056,1,3,7855
394,53,2,1675188056,1,3,7856
394,2028,2,1675188056,1,3,7857
394,317,2,1675188056,1,3,7858
125,2964,2,1675188106,1,3,7859
389,158,2,1675188106,1,3,7860
389,2549,2,1675188106,1,3,7861
389,242,2,1675188106,1,3,7862
389,2846,2,1675188106,1,3,7863
389,142,2,1675188106,1,3,7864
125,1628,2,1675188106,1,3,7865
125,136,2,1675188106,1,3,7866
125,2627,2,1675188106,1,3,7867
125,650,2,1675188106,1,3,7868
240,1398,2,1675188362,1,3,7869
487,653,2,1675188362,1,3,7870
487,256,2,1675188362,1,3,7871
487,562,2,1675188362,1,3,7872
487,2120,2,1675188362,1,3,7873
487,1948,2,1675188362,1,3,7874
240,3059,2,1675188362,1,3,7875
240,1796,2,1675188362,1,3,7876
240,482,2,1675188362,1,3,7877
240,68,2,1675188362,1,3,7878
455,2330,2,1675188427,1,3,7879
320,2304,2,1675188427,1,3,7880
320,1519,2,1675188427,1,3,7881
320,1026,2,1675188427,1,3,7882
320,2519,2,1675188427,1,3,7883
455,407,2,1675188427,1,3,7884
455,1005,2,1675188427,1,3,7885
455,1791,2,1675188427,1,3,7886
455,1970,2,1675188427,1,3,7887
320,260,2,1675188427,1,3,7888
22,3044,2,1675188694,1,3,7889
22,1201,2,1675188694,1,3,7890
22,2230,2,1675188694,1,3,7891
22,1591,2,1675188694,1,3,7892
434,363,2,1675188694,1,3,7893
434,1957,2,1675188694,1,3,7894
434,1305,2,1675188694,1,3,7895
434,285,2,1675188694,1,3,7896
434,2373,2,1675188694,1,3,7897
22,2238,2,1675188694,1,3,7898
244,2788,2,1675189346,1,3,7899
244,326,2,1675189346,1,3,7900
244,519,2,1675189346,1,3,7901
239,2473,2,1675189346,1,3,7902
244,1214,2,1675189346,1,3,7903
239,14,2,1675189346,1,3,7904
239,1099,2,1675189346,1,3,7905
239,2165,2,1675189346,1,3,7906
244,524,2,1675189346,1,3,7907
239,781,2,1675189346,1,3,7908
151,320,2,1675189657,1,3,7909
151,2369,2,1675189657,1,3,7910
151,2925,2,1675189657,1,3,7911
151,1596,2,1675189657,1,3,7912
35,2789,2,1675189657,1,3,7913
35,1504,2,1675189657,1,3,7914
151,2098,2,1675189657,1,3,7915
35,1302,2,1675189657,1,3,7916
35,1580,2,1675189657,1,3,7917
35,2526,2,1675189657,1,3,7918
389,9265,0,1675189810,1,2,7919
125,9265,1,1675189810,1,2,7920
455,9282,1,1675189939,1,2,7921
320,9282,0,1675189939,1,2,7922
394,9242,1,1675190050,1,2,7923
290,9242,0,1675190050,1,2,7924
487,7201,0,1675190672,1,2,7925
240,7201,1,1675190672,1,2,7926
22,13100,1,1675190679,1,2,7927
434,13100,0,1675190679,1,2,7928
239,7202,1,1675191112,1,2,7929
244,7202,0,1675191112,1,2,7930
193,209,2,1675191500,1,3,7931
193,390,2,1675191500,1,3,7932
348,1049,2,1675191500,1,3,7933
193,1147,2,1675191500,1,3,7934
193,2132,2,1675191500,1,3,7935
348,2616,2,1675191500,1,3,7936
348,1140,2,1675191500,1,3,7937
348,762,2,1675191500,1,3,7938
348,1974,2,1675191500,1,3,7939
193,2086,2,1675191500,1,3,7940
35,11452,0,1675191648,1,2,7941
151,11452,1,1675191648,1,2,7942
237,784,2,1675191734,1,3,7943
237,462,2,1675191734,1,3,7944
237,359,2,1675191734,1,3,7945
139,907,2,1675191734,1,3,7946
237,1254,2,1675191734,1,3,7947
139,2507,2,1675191734,1,3,7948
139,771,2,1675191734,1,3,7949
139,1914,2,1675191734,1,3,7950
139,2066,2,1675191734,1,3,7951
237,1793,2,1675191734,1,3,7952
211,2796,2,1675192105,1,3,7953
3,1764,2,1675192105,1,3,7954
211,173,2,1675192105,1,3,7955
211,1300,2,1675192105,1,3,7956
211,446,2,1675192105,1,3,7957
211,1251,2,1675192105,1,3,7958
3,125,2,1675192105,1,3,7959
3,1278,2,1675192105,1,3,7960
3,3054,2,1675192105,1,3,7961
3,983,2,1675192105,1,3,7962
57,2288,2,1675192322,1,3,7963
98,573,2,1675192322,1,3,7964
98,2619,2,1675192322,1,3,7965
98,985,2,1675192322,1,3,7966
98,2704,2,1675192322,1,3,7967
98,2565,2,1675192322,1,3,7968
57,2121,2,1675192322,1,3,7969
57,469,2,1675192322,1,3,7970
57,3045,2,1675192322,1,3,7971
57,1238,2,1675192322,1,3,7972
359,545,2,1675192924,1,3,7973
359,89,2,1675192924,1,3,7974
457,2084,2,1675192924,1,3,7975
457,2574,2,1675192924,1,3,7976
457,460,2,1675192924,1,3,7977
457,1144,2,1675192924,1,3,7978
457,2887,2,1675192924,1,3,7979
359,1531,2,1675192924,1,3,7980
359,627,2,1675192924,1,3,7981
359,1203,2,1675192924,1,3,7982
193,9243,1,1675193100,1,2,7983
348,9243,0,1675193100,1,2,7984
176,389,2,1675193419,1,3,7985
176,639,2,1675193419,1,3,7986
252,838,2,1675193419,1,3,7987
252,926,2,1675193419,1,3,7988
252,1500,2,1675193419,1,3,7989
252,2316,2,1675193419,1,3,7990
252,1006,2,1675193419,1,3,7991
176,2446,2,1675193419,1,3,7992
176,134,2,1675193419,1,3,7993
176,2762,2,1675193419,1,3,7994
237,9283,1,1675193570,1,2,7995
139,9283,0,1675193570,1,2,7996
3,7203,1,1675193947,1,2,7997
211,7203,0,1675193947,1,2,7998
57,13101,1,1675194485,1,2,7999
98,13101,0,1675194485,1,2,8000
257,1714,2,1675194654,1,3,8001
257,2739,2,1675194654,1,3,8002
257,1694,2,1675194654,1,3,8003
257,1349,2,1675194654,1,3,8004
257,2328,2,1675194654,1,3,8005
357,249,2,1675194654,1,3,8006
357,2337,2,1675194654,1,3,8007
357,652,2,1675194654,1,3,8008
357,1454,2,1675194654,1,3,8009
357,1973,2,1675194654,1,3,8010
146,310,2,1675195175,1,3,8011
95,548,2,1675195175,1,3,8012
95,1795,2,1675195175,1,3,8013
95,2777,2,1675195175,1,3,8014
146,1723,2,1675195175,1,3,8015
95,1824,2,1675195175,1,3,8016
95,863,2,1675195175,1,3,8017
146,2451,2,1675195175,1,3,8018
146,221,2,1675195175,1,3,8019
146,2948,2,1675195175,1,3,8020
262,2324,2,1675195302,1,3,8021
262,497,2,1675195302,1,3,8022
262,297,2,1675195302,1,3,8023
262,2422,2,1675195302,1,3,8024
262,1253,2,1675195302,1,3,8025
161,2052,2,1675195302,1,3,8026
161,796,2,1675195302,1,3,8027
161,1443,2,1675195302,1,3,8028
161,2192,2,1675195302,1,3,8029
161,1371,2,1675195302,1,3,8030
457,7204,0,1675195563,1,2,8031
359,7204,1,1675195563,1,2,8032
28,1182,2,1675195757,1,3,8033
28,764,2,1675195757,1,3,8034
28,2763,2,1675195757,1,3,8035
28,954,2,1675195757,1,3,8036
168,2990,2,1675195757,1,3,8037
168,1267,2,1675195757,1,3,8038
168,2408,2,1675195757,1,3,8039
168,2103,2,1675195757,1,3,8040
168,971,2,1675195757,1,3,8041
28,1993,2,1675195757,1,3,8042
250,2650,2,1675195796,1,3,8043
250,50,2,1675195796,1,3,8044
250,1199,2,1675195796,1,3,8045
483,735,2,1675195796,1,3,8046
250,2493,2,1675195796,1,3,8047
483,1044,2,1675195796,1,3,8048
483,779,2,1675195796,1,3,8049
483,741,2,1675195796,1,3,8050
250,2907,2,1675195796,1,3,8051
483,2881,2,1675195796,1,3,8052
252,11496,0,1675196107,1,2,8053
176,11496,1,1675196107,1,2,8054
357,9266,0,1675196374,1,2,8055
257,9266,1,1675196374,1,2,8056
95,9244,0,1675196915,1,2,8057
146,9244,1,1675196915,1,2,8058
340,1951,2,1675197382,1,3,8059
340,507,2,1675197382,1,3,8060
340,219,2,1675197382,1,3,8061
340,2513,2,1675197382,1,3,8062
340,929,2,1675197382,1,3,8063
41,1937,2,1675197382,1,3,8064
41,1325,2,1675197382,1,3,8065
41,2603,2,1675197382,1,3,8066
41,2439,2,1675197382,1,3,8067
41,1348,2,1675197382,1,3,8068
483,13149,0,1675197514,1,2,8069
250,13149,1,1675197514,1,2,8070
262,7205,0,1675197789,1,2,8071
161,7205,1,1675197789,1,2,8072
28,9284,0,1675198124,1,2,8073
168,9284,1,1675198124,1,2,8074
415,2871,2,1675198355,1,3,8075
415,383,2,1675198355,1,3,8076
415,396,2,1675198355,1,3,8077
153,385,2,1675198355,1,3,8078
153,139,2,1675198355,1,3,8079
153,2813,2,1675198355,1,3,8080
153,28,2,1675198355,1,3,8081
415,409,2,1675198355,1,3,8082
153,2712,2,1675198355,1,3,8083
415,1323,2,1675198355,1,3,8084
196,1614,2,1675199052,1,3,8085
361,1156,2,1675199052,1,3,8086
361,2431,2,1675199052,1,3,8087
196,1236,2,1675199052,1,3,8088
361,2847,2,1675199052,1,3,8089
196,2761,2,1675199052,1,3,8090
196,1000,2,1675199052,1,3,8091
361,1241,2,1675199052,1,3,8092
196,2588,2,1675199052,1,3,8093
361,746,2,1675199052,1,3,8094
350,3024,2,1675199146,1,3,8095
198,1890,2,1675199146,1,3,8096
198,1816,2,1675199146,1,3,8097
198,292,2,1675199146,1,3,8098
350,1910,2,1675199146,1,3,8099
350,1891,2,1675199146,1,3,8100
350,1427,2,1675199146,1,3,8101
350,2105,2,1675199146,1,3,8102
198,2665,2,1675199146,1,3,8103
198,880,2,1675199146,1,3,8104
344,693,2,1675199244,1,3,8105
293,1283,2,1675199244,1,3,8106
461,566,2,1675199244,1,3,8107
293,2854,2,1675199244,1,3,8108
293,1513,2,1675199244,1,3,8109
293,2719,2,1675199244,1,3,8110
461,1958,2,1675199244,1,3,8111
293,3012,2,1675199244,1,3,8112
344,2566,2,1675199244,1,3,8113
344,455,2,1675199244,1,3,8114
344,2032,2,1675199244,1,3,8115
344,1271,2,1675199244,1,3,8116
118,2840,2,1675199244,1,3,8117
461,60,2,1675199244,1,3,8118
118,543,2,1675199244,1,3,8119
118,2332,2,1675199244,1,3,8120
118,37,2,1675199244,1,3,8121
461,1920,2,1675199244,1,3,8122
118,1814,2,1675199244,1,3,8123
461,471,2,1675199244,1,3,8124
340,7255,0,1675199752,1,2,8125
41,7255,1,1675199752,1,2,8126
415,11497,0,1675200544,1,2,8127
153,11497,1,1675200544,1,2,8128
361,9245,1,1675200836,1,2,8129
196,9245,0,1675200836,1,2,8130
461,7206,1,1675201112,1,2,8131
293,7206,0,1675201112,1,2,8132
118,9285,0,1675201255,1,2,8133
344,9285,1,1675201255,1,2,8134
198,13150,1,1675201259,1,2,8135
350,13150,0,1675201259,1,2,8136
114,2609,2,1675202205,1,3,8137
114,3066,2,1675202205,1,3,8138
114,1983,2,1675202205,1,3,8139
114,311,2,1675202205,1,3,8140
114,358,2,1675202205,1,3,8141
374,892,2,1675202205,1,3,8142
374,726,2,1675202205,1,3,8143
374,126,2,1675202205,1,3,8144
374,2000,2,1675202205,1,3,8145
374,58,2,1675202205,1,3,8146
268,1613,2,1675202921,1,3,8147
53,774,2,1675202921,1,3,8148
53,1020,2,1675202921,1,3,8149
53,1906,2,1675202921,1,3,8150
53,1759,2,1675202921,1,3,8151
53,211,2,1675202921,1,3,8152
268,957,2,1675202921,1,3,8153
268,1171,2,1675202921,1,3,8154
268,331,2,1675202921,1,3,8155
268,888,2,1675202921,1,3,8156
114,9286,0,1675204845,1,2,8157
374,9286,1,1675204845,1,2,8158
268,9246,0,1675204889,1,2,8159
53,9246,1,1675204889,1,2,8160
202,1435,2,1675205869,1,3,8161
405,2562,2,1675205869,1,3,8162
405,564,2,1675205869,1,3,8163
202,1672,2,1675205869,1,3,8164
405,2918,2,1675205869,1,3,8165
405,832,2,1675205869,1,3,8166
202,1586,2,1675205869,1,3,8167
202,2662,2,1675205869,1,3,8168
202,1722,2,1675205869,1,3,8169
405,643,2,1675205869,1,3,8170
53,1759,2,1675205929,1,3,8171
53,211,2,1675205929,1,3,8172
53,1906,2,1675205929,1,3,8173
268,1613,2,1675205929,1,3,8174
53,774,2,1675205929,1,3,8175
268,888,2,1675205929,1,3,8176
268,957,2,1675205929,1,3,8177
268,1171,2,1675205929,1,3,8178
268,331,2,1675205929,1,3,8179
53,1020,2,1675205929,1,3,8180
268,9247,0,1675207549,1,2,8181
53,9247,1,1675207549,1,2,8182
202,9248,0,1675208260,1,2,8183
405,9248,1,1675208260,1,2,8184
195,2384,2,1675209253,1,3,8185
195,328,2,1675209253,1,3,8186
195,831,2,1675209253,1,3,8187
195,1731,2,1675209253,1,3,8188
192,576,2,1675209253,1,3,8189
192,1827,2,1675209253,1,3,8190
192,3055,2,1675209253,1,3,8191
192,2787,2,1675209253,1,3,8192
192,1265,2,1675209253,1,3,8193
195,733,2,1675209253,1,3,8194
177,377,2,1675209400,1,3,8195
21,2702,2,1675209400,1,3,8196
21,1451,2,1675209400,1,3,8197
177,1456,2,1675209400,1,3,8198
177,1421,2,1675209400,1,3,8199
21,2180,2,1675209400,1,3,8200
177,2402,2,1675209400,1,3,8201
21,1717,2,1675209400,1,3,8202
21,860,2,1675209400,1,3,8203
177,483,2,1675209400,1,3,8204
192,9249,0,1675210650,1,2,8205
195,9249,1,1675210650,1,2,8206
21,9287,0,1675211289,1,2,8207
177,9287,1,1675211289,1,2,8208
177,483,2,1675212402,1,3,8209
21,1451,2,1675212402,1,3,8210
21,2702,2,1675212402,1,3,8211
21,2180,2,1675212402,1,3,8212
21,1717,2,1675212402,1,3,8213
21,860,2,1675212402,1,3,8214
177,377,2,1675212402,1,3,8215
177,2402,2,1675212402,1,3,8216
177,1421,2,1675212402,1,3,8217
177,1456,2,1675212402,1,3,8218
21,9288,0,1675214708,1,2,8219
177,9288,1,1675214708,1,2,8220
224,2318,2,1675235286,1,3,8221
224,2802,2,1675235286,1,3,8222
224,2528,2,1675235286,1,3,8223
224,2434,2,1675235286,1,3,8224
224,2310,2,1675235286,1,3,8225
263,3031,2,1675235286,1,3,8226
263,2561,2,1675235286,1,3,8227
263,427,2,1675235286,1,3,8228
263,673,2,1675235286,1,3,8229
263,1540,2,1675235286,1,3,8230
263,9267,0,1675236585,1,2,8231
224,9267,1,1675236585,1,2,8232
23,67,2,1675238807,1,3,8233
23,2711,2,1675238807,1,3,8234
258,262,2,1675238807,1,3,8235
23,1859,2,1675238807,1,3,8236
23,2648,2,1675238807,1,3,8237
23,2752,2,1675238807,1,3,8238
258,2726,2,1675238807,1,3,8239
258,1477,2,1675238807,1,3,8240
258,945,2,1675238807,1,3,8241
258,1740,2,1675238807,1,3,8242
187,464,2,1675238864,1,3,8243
385,1312,2,1675238864,1,3,8244
385,2504,2,1675238864,1,3,8245
187,630,2,1675238864,1,3,8246
187,322,2,1675238864,1,3,8247
187,1183,2,1675238864,1,3,8248
187,2849,2,1675238864,1,3,8249
385,2229,2,1675238864,1,3,8250
385,1072,2,1675238864,1,3,8251
385,2117,2,1675238864,1,3,8252
23,9268,1,1675240715,1,2,8253
258,9268,0,1675240715,1,2,8254
385,9289,1,1675240767,1,2,8255
187,9289,0,1675240767,1,2,8256
187,1183,2,1675242030,1,3,8257
187,2849,2,1675242030,1,3,8258
187,464,2,1675242030,1,3,8259
385,1312,2,1675242030,1,3,8260
187,322,2,1675242030,1,3,8261
187,630,2,1675242030,1,3,8262
385,2117,2,1675242030,1,3,8263
385,2229,2,1675242030,1,3,8264
385,1072,2,1675242030,1,3,8265
385,2504,2,1675242030,1,3,8266
402,2888,2,1675242659,1,3,8267
402,1309,2,1675242659,1,3,8268
402,1875,2,1675242659,1,3,8269
402,1604,2,1675242659,1,3,8270
402,252,2,1675242659,1,3,8271
130,1594,2,1675242659,1,3,8272
130,624,2,1675242659,1,3,8273
130,1329,2,1675242659,1,3,8274
130,2543,2,1675242659,1,3,8275
130,958,2,1675242659,1,3,8276
169,697,2,1675243236,1,3,8277
169,1277,2,1675243236,1,3,8278
169,364,2,1675243236,1,3,8279
169,3022,2,1675243236,1,3,8280
169,1554,2,1675243236,1,3,8281
12,2805,2,1675243236,1,3,8282
12,1994,2,1675243236,1,3,8283
12,2259,2,1675243236,1,3,8284
12,2927,2,1675243236,1,3,8285
12,1708,2,1675243236,1,3,8286
187,9269,0,1675243796,1,2,8287
385,9269,1,1675243796,1,2,8288
402,9250,1,1675244378,1,2,8289
130,9250,0,1675244378,1,2,8290
12,4094,0,1675245146,1,2,8291
169,4094,1,1675245146,1,2,8292
12,2927,2,1675246392,1,3,8293
12,1708,2,1675246392,1,3,8294
12,2805,2,1675246392,1,3,8295
12,1994,2,1675246392,1,3,8296
12,2259,2,1675246392,1,3,8297
169,1554,2,1675246392,1,3,8298
169,3022,2,1675246392,1,3,8299
169,364,2,1675246392,1,3,8300
169,1277,2,1675246392,1,3,8301
169,697,2,1675246392,1,3,8302
87,1470,2,1675247815,1,3,8303
87,2118,2,1675247815,1,3,8304
87,2343,2,1675247815,1,3,8305
87,1190,2,1675247815,1,3,8306
87,1775,2,1675247815,1,3,8307
160,57,2,1675247815,1,3,8308
160,1965,2,1675247815,1,3,8309
160,3016,2,1675247815,1,3,8310
160,2640,2,1675247815,1,3,8311
160,1141,2,1675247815,1,3,8312
169,4095,1,1675248296,1,2,8313
12,4095,0,1675248296,1,2,8314
87,9251,0,1675249912,1,2,8315
160,9251,1,1675249912,1,2,8316
343,1225,2,1675250516,1,3,8317
343,2063,2,1675250516,1,3,8318
343,438,2,1675250516,1,3,8319
343,1415,2,1675250516,1,3,8320
343,1263,2,1675250516,1,3,8321
251,1652,2,1675250516,1,3,8322
251,723,2,1675250516,1,3,8323
251,2171,2,1675250516,1,3,8324
251,171,2,1675250516,1,3,8325
251,695,2,1675250516,1,3,8326
87,1190,2,1675251356,1,3,8327
87,2118,2,1675251356,1,3,8328
87,1470,2,1675251356,1,3,8329
87,2343,2,1675251356,1,3,8330
160,1141,2,1675251356,1,3,8331
87,1775,2,1675251356,1,3,8332
160,1965,2,1675251356,1,3,8333
160,57,2,1675251356,1,3,8334
160,3016,2,1675251356,1,3,8335
160,2640,2,1675251356,1,3,8336
343,4096,1,1675252487,1,2,8337
251,4096,0,1675252487,1,2,8338
87,9270,0,1675253152,1,2,8339
160,9270,1,1675253152,1,2,8340
251,2171,2,1675254003,1,3,8341
251,171,2,1675254003,1,3,8342
251,1652,2,1675254003,1,3,8343
251,695,2,1675254003,1,3,8344
343,1263,2,1675254003,1,3,8345
343,2063,2,1675254003,1,3,8346
343,1225,2,1675254003,1,3,8347
343,1415,2,1675254003,1,3,8348
251,1040,2,1675254003,1,3,8349
343,438,2,1675254003,1,3,8350
343,4097,1,1675255880,1,2,8351
251,4097,0,1675255880,1,2,8352
153,2712,2,1675267283,1,3,8353
252,838,2,1675267283,1,3,8354
252,926,2,1675267283,1,3,8355
252,1500,2,1675267283,1,3,8356
252,2316,2,1675267283,1,3,8357
252,1006,2,1675267283,1,3,8358
153,385,2,1675267283,1,3,8359
153,139,2,1675267283,1,3,8360
153,2813,2,1675267283,1,3,8361
153,28,2,1675267283,1,3,8362
252,11409,0,1675269103,1,2,8363
153,11409,1,1675269103,1,2,8364
151,2925,2,1675270832,1,3,8365
151,1596,2,1675270832,1,3,8366
151,2098,2,1675270832,1,3,8367
151,320,2,1675270832,1,3,8368
151,2369,2,1675270832,1,3,8369
415,409,2,1675270832,1,3,8370
415,1323,2,1675270832,1,3,8371
415,2871,2,1675270832,1,3,8372
415,383,2,1675270832,1,3,8373
415,396,2,1675270832,1,3,8374
320,2304,2,1675271140,1,3,8375
320,1519,2,1675271140,1,3,8376
320,1026,2,1675271140,1,3,8377
320,260,2,1675271140,1,3,8378
320,2519,2,1675271140,1,3,8379
138,989,2,1675271140,1,3,8380
138,2830,2,1675271140,1,3,8381
138,934,2,1675271140,1,3,8382
138,2598,2,1675271140,1,3,8383
138,2320,2,1675271140,1,3,8384
41,1937,2,1675271266,1,3,8385
41,1348,2,1675271266,1,3,8386
41,2603,2,1675271266,1,3,8387
41,2439,2,1675271266,1,3,8388
244,519,2,1675271266,1,3,8389
244,326,2,1675271266,1,3,8390
244,2788,2,1675271266,1,3,8391
244,1214,2,1675271266,1,3,8392
244,524,2,1675271266,1,3,8393
41,1325,2,1675271266,1,3,8394
298,1017,2,1675271313,1,3,8395
298,2298,2,1675271313,1,3,8396
298,2416,2,1675271313,1,3,8397
298,865,2,1675271313,1,3,8398
439,1468,2,1675271313,1,3,8399
298,1524,2,1675271313,1,3,8400
439,3000,2,1675271313,1,3,8401
439,1412,2,1675271313,1,3,8402
439,2249,2,1675271313,1,3,8403
439,792,2,1675271313,1,3,8404
25,2076,2,1675271584,1,3,8405
25,859,2,1675271584,1,3,8406
25,443,2,1675271584,1,3,8407
25,2959,2,1675271584,1,3,8408
25,1533,2,1675271584,1,3,8409
62,1372,2,1675271584,1,3,8410
62,1313,2,1675271584,1,3,8411
62,1126,2,1675271584,1,3,8412
62,500,2,1675271584,1,3,8413
62,1567,2,1675271584,1,3,8414
375,1703,2,1675272273,1,3,8415
375,648,2,1675272273,1,3,8416
375,1606,2,1675272273,1,3,8417
375,2770,2,1675272273,1,3,8418
228,2448,2,1675272273,1,3,8419
228,2946,2,1675272273,1,3,8420
228,2954,2,1675272273,1,3,8421
228,3,2,1675272273,1,3,8422
228,3033,2,1675272273,1,3,8423
375,2226,2,1675272273,1,3,8424
151,11498,1,1675272598,1,2,8425
415,11498,0,1675272598,1,2,8426
41,7256,1,1675272987,1,2,8427
244,7256,0,1675272987,1,2,8428
62,9271,0,1675273187,1,2,8429
25,9271,1,1675273187,1,2,8430
138,9290,0,1675273270,1,2,8431
320,9290,1,1675273270,1,2,8432
298,13102,1,1675273664,1,2,8433
439,13102,0,1675273664,1,2,8434
300,935,2,1675274577,1,3,8435
300,305,2,1675274577,1,3,8436
300,296,2,1675274577,1,3,8437
300,2782,2,1675274577,1,3,8438
457,2887,2,1675274577,1,3,8439
457,1144,2,1675274577,1,3,8440
457,460,2,1675274577,1,3,8441
457,2574,2,1675274577,1,3,8442
300,964,2,1675274577,1,3,8443
457,2084,2,1675274577,1,3,8444
176,639,2,1675274621,1,3,8445
176,134,2,1675274621,1,3,8446
36,2424,2,1675274621,1,3,8447
36,1785,2,1675274621,1,3,8448
36,1209,2,1675274621,1,3,8449
36,1821,2,1675274621,1,3,8450
176,2446,2,1675274621,1,3,8451
36,2630,2,1675274621,1,3,8452
176,2762,2,1675274621,1,3,8453
176,389,2,1675274621,1,3,8454
228,9272,1,1675274640,1,2,8455
375,9272,0,1675274640,1,2,8456
422,1878,2,1675275119,1,3,8457
68,275,2,1675275119,1,3,8458
68,1485,2,1675275119,1,3,8459
68,1563,2,1675275119,1,3,8460
422,2157,2,1675275119,1,3,8461
422,2430,2,1675275119,1,3,8462
68,2221,2,1675275119,1,3,8463
422,1466,2,1675275119,1,3,8464
68,665,2,1675275119,1,3,8465
422,1310,2,1675275119,1,3,8466
193,2132,2,1675275191,1,3,8467
193,2086,2,1675275191,1,3,8468
193,209,2,1675275191,1,3,8469
229,2421,2,1675275191,1,3,8470
229,3027,2,1675275191,1,3,8471
229,338,2,1675275191,1,3,8472
229,2144,2,1675275191,1,3,8473
229,470,2,1675275191,1,3,8474
193,390,2,1675275191,1,3,8475
193,1147,2,1675275191,1,3,8476
75,1256,2,1675275203,1,3,8477
75,224,2,1675275203,1,3,8478
75,1358,2,1675275203,1,3,8479
75,948,2,1675275203,1,3,8480
75,2088,2,1675275203,1,3,8481
309,508,2,1675275203,1,3,8482
309,2962,2,1675275203,1,3,8483
309,2273,2,1675275203,1,3,8484
309,2679,2,1675275203,1,3,8485
309,875,2,1675275203,1,3,8486
457,7207,0,1675276272,1,2,8487
300,7207,1,1675276272,1,2,8488
36,11499,1,1675276569,1,2,8489
176,11499,0,1675276569,1,2,8490
193,9273,1,1675276573,1,2,8491
229,9273,0,1675276573,1,2,8492
422,9274,1,1675276836,1,2,8493
68,9274,0,1675276836,1,2,8494
75,13064,1,1675276956,1,2,8495
309,13064,0,1675276956,1,2,8496
467,2009,2,1675277572,1,3,8497
467,227,2,1675277572,1,3,8498
467,2618,2,1675277572,1,3,8499
467,1949,2,1675277572,1,3,8500
9,2235,2,1675277572,1,3,8501
9,2895,2,1675277572,1,3,8502
9,257,2,1675277572,1,3,8503
9,356,2,1675277572,1,3,8504
467,2340,2,1675277572,1,3,8505
9,1566,2,1675277572,1,3,8506
340,929,2,1675278004,1,3,8507
340,219,2,1675278004,1,3,8508
332,1941,2,1675278004,1,3,8509
332,2054,2,1675278004,1,3,8510
332,2859,2,1675278004,1,3,8511
332,2980,2,1675278004,1,3,8512
332,1086,2,1675278004,1,3,8513
340,2513,2,1675278004,1,3,8514
340,507,2,1675278004,1,3,8515
340,1951,2,1675278004,1,3,8516
35,1580,2,1675278221,1,3,8517
35,1302,2,1675278221,1,3,8518
35,2526,2,1675278221,1,3,8519
304,1303,2,1675278221,1,3,8520
304,1071,2,1675278221,1,3,8521
304,2290,2,1675278221,1,3,8522
304,2659,2,1675278221,1,3,8523
35,2789,2,1675278221,1,3,8524
304,239,2,1675278221,1,3,8525
35,1504,2,1675278221,1,3,8526
455,1970,2,1675278343,1,3,8527
357,249,2,1675278343,1,3,8528
357,2337,2,1675278343,1,3,8529
357,652,2,1675278343,1,3,8530
357,1454,2,1675278343,1,3,8531
357,1973,2,1675278343,1,3,8532
455,1005,2,1675278343,1,3,8533
455,1791,2,1675278343,1,3,8534
455,2330,2,1675278343,1,3,8535
455,407,2,1675278343,1,3,8536
371,2801,2,1675278345,1,3,8537
371,2550,2,1675278345,1,3,8538
291,1362,2,1675278345,1,3,8539
371,2751,2,1675278345,1,3,8540
291,2348,2,1675278345,1,3,8541
291,74,2,1675278345,1,3,8542
371,2707,2,1675278345,1,3,8543
291,1546,2,1675278345,1,3,8544
291,2510,2,1675278345,1,3,8545
371,373,2,1675278345,1,3,8546
470,1593,2,1675278754,1,3,8547
470,2356,2,1675278754,1,3,8548
470,851,2,1675278754,1,3,8549
470,1287,2,1675278754,1,3,8550
470,11,2,1675278754,1,3,8551
324,122,2,1675278754,1,3,8552
324,2039,2,1675278754,1,3,8553
324,1390,2,1675278754,1,3,8554
324,700,2,1675278754,1,3,8555
324,1143,2,1675278754,1,3,8556
9,9275,1,1675279290,1,2,8557
